ID,Parent Company,Acquisition Year,Acquisition Month,Acquired Company,Business,Country,Acquisition Price,Category,Derived Products
1432,Citrix,2011,Jul,Cloud.com,Cloud computing,United States,-,-,"Citrix CloudPlatform OpenStack, open source cloud stack"
1433,Citrix,2011,Aug,RingCube,Personalized virtual desktop,United States,-,-,XenDesktop
1434,Citrix,2011,Oct,ShareFile,Enterprise file-sharing solution,United States,-,-,ShareFile
1435,Citrix,2011,Oct,App-DNA,Software migration,-,-,-,Citrix Desktop Transformation Model
1436,Citrix,2012,Feb,Apere,Network security,United States,-,-,"Software as a service (SaaS), Single sign-on Security (SSO)"
1437,Citrix,2012,Apr,Podio,Cloud-based social network for businesses,Denmark,-,-,GoTo cloud services
1438,Citrix,2012,May,Virtual Computer,Virtual desktop technology,United States,-,-,XenClient
1439,Citrix,2012,Jul,Bytemobile,Mobile data and video optimization,United States,-,-,NetScaler
1440,Citrix,2012,Sep,Beetil,Cloud-based service desk technology provider,New Zealand,-,-,GoToAssist
1441,Citrix,2013,Jan,Zenprise,Mobile device management,United States,-,-,XenMobile
1442,Citrix,2013,Sep,Byte Squared,iPad document editing,-,-,-,ShareFile
1443,Citrix,2013,Dec,Skytide,iPad document editing,-,-,-,ByteMobile
1444,Citrix,2014,Jan,FrameHawk,Mobile delivery of virtual desktop,United States,-,-,HDX technology for XenApp and XenDesktop
1445,Citrix,2014,May,ScaleXtreme,Application management,United States,-,-,Workspace Services
1446,Citrix,2014,Aug,Virtual,Android and IOS virtualization,United States,-,-,Enterprise mobility products
1447,Citrix,2014,Oct,RightSignature,Online signing tools,United States,-,-,ShareFile
1448,Citrix,2014,Nov,Solid Instance,Microsoft Windows virtual application delivery,United States,-,-,Virtual desktop delivery
1449,Citrix,2014,Dec,Octoblu,Networking,United States,-,-,Citrix Octoblu
1450,Citrix,2015,Jan,Sanbolic,Storage virtualization,United States,-,-,Melio
1451,Citrix,2015,Apr,Grasshopper,Telephone services,United States,-,-,"GoToMeeting, GoToTraining, GoToWebinar, ShareFile, and OpenVoice"
1452,Citrix,2016,Sep,Norskale,UEM and application performance optimization,France,-,-,"XenApp, XenDesktop"
1453,Citrix,2017,Jan,Unidesk,-,United States,-,-,"XenApp, XenDesktop"
1454,Citrix,2018,Feb,Cedexis,Intelligent traffic management,France,-,-,Citrix ITM
1455,Citrix,2021,Mar,Wrike,Project management,United States,-,-,Citrix Workspace
